################################################################
# abuse.ch SSL IPBL (Aggressive)                               #
# Last updated: 2018-03-07 17:45:01 (UTC)                      #
#                                                              #
# Terms Of Use: https://sslbl.abuse.ch/blacklist/              #
# For questions please contact sslbl [at] abuse.ch             #
################################################################
#
# DstIP,DstPort,reason
189.220.184.112,443,Redyms C&C;
189.244.44.128,995,Quakbot C&C;
189.49.185.126,443,Qadars C&C;
189.84.113.83,447,TrickBot C&C;
190.1.231.231,443,Quakbot C&C;
190.123.44.141,1501,Adwind C&C;
190.123.45.112,443,AKBuilder C&C;
190.138.249.45,443,TrickBot C&C;
190.14.38.157,443,ZeuS C&C;
190.161.133.235,443,Qadars C&C;
190.238.62.69,443,Quakbot C&C;
190.254.235.168,443,Quakbot C&C;
190.34.158.250,443,TrickBot C&C;
190.66.212.225,443,Quakbot C&C;
190.67.98.69,443,Quakbot C&C;
190.68.232.25,443,Quakbot C&C;
190.68.87.97,443,Quakbot C&C;
190.69.239.72,443,Quakbot C&C;
190.99.143.23,443,Quakbot C&C;
190.99.183.77,443,Quakbot C&C;
190.99.185.101,443,Quakbot C&C;
190.99.203.251,443,Quakbot C&C;
191.101.1.94,443,Shylock C&C;
191.101.124.162,443,KINS C&C;
191.101.21.10,443,TorrentLocker C&C;
191.101.21.129,443,Tinba MITM
191.101.22.101,1020,Adwind C&C;
191.101.22.139,18993,Adwind C&C;
191.101.22.15,7928,Adwind C&C;
191.101.22.150,2889,Adwind C&C;
191.101.22.163,3348,Adwind C&C;
191.101.22.168,1759,Adwind C&C;
191.101.22.2,1990,Adwind C&C;
191.101.22.20,8787,Adwind C&C;
191.101.22.21,9876,Adwind C&C;
191.101.22.24,4914,Adwind C&C;
191.101.22.27,11339,Adwind C&C;
191.101.22.27,1616,Adwind C&C;
191.101.22.29,53826,Adwind C&C;
191.101.22.5,4040,Adwind C&C;
191.101.22.50,80,Gootkit C&C;
191.101.22.86,8181,Adwind C&C;
191.101.251.163,443,Quakbot C&C;
191.101.251.23,443,Quakbot C&C;
191.101.27.3,4933,Adwind C&C;
191.101.5.26,443,Shylock C&C;
191.109.33.76,443,Quakbot C&C;
191.110.143.138,443,Quakbot C&C;
191.113.180.68,443,Quakbot C&C;
191.7.30.30,443,TrickBot C&C;
191.96.15.135,2675,Adwind C&C;
192.0.198.51,443,KINS C&C;
192.100.170.12,843,Dridex C&C;
192.100.170.19,843,Dridex C&C;
192.111.142.39,80,Gootkit C&C;
192.157.227.220,443,Qadars C&C;
192.157.228.220,443,ZeuS C&C;
192.157.238.182,443,Qadars C&C;
192.157.239.137,443,Gootkit C&C;
192.157.239.137,80,Gootkit C&C;
192.157.241.136,80,Gootkit C&C;
192.157.249.24,443,Qadars C&C;
192.157.251.239,443,Qadars C&C;
192.157.251.245,80,Gootkit C&C;
192.157.251.54,443,Qadars C&C;
192.161.182.178,443,KINS C&C;
192.161.182.214,443,KINS C&C;
192.166.218.230,1779,Adwind C&C;
192.169.6.155,443,Qadars C&C;
192.169.6.173,443,Qadars C&C;
192.169.7.193,80,Gootkit C&C;
192.188.58.163,4431,Dridex C&C;
192.189.25.142,447,TrickBot C&C;
192.189.25.143,443,TrickBot C&C;
192.189.25.148,447,TrickBot C&C;
192.198.82.3,443,KINS C&C;
192.199.254.173,8080,Malware C&C;
192.210.137.123,443,Qadars C&C;
192.210.16.230,443,Shylock C&C;
192.210.208.72,443,KINS C&C;
192.210.215.6,443,KINS C&C;
192.225.175.94,443,KINS C&C;
192.227.136.226,80,Gootkit C&C;
192.227.158.140,80,Gootkit C&C;
192.227.158.140,443,Gootkit C&C;
192.227.158.188,80,Gootkit C&C;
192.227.158.188,443,Gootkit C&C;
192.232.204.53,4143,Dridex C&C;
192.237.180.245,667,AKBuilder C&C;
192.241.207.251,4143,Dridex C&C;
192.241.236.239,8343,Dridex C&C;
192.241.252.152,4343,Dridex C&C;
192.253.242.233,6061,Adwind C&C;
192.254.133.59,4143,Dridex C&C;
192.254.173.150,4443,Dridex C&C;
192.3.111.51,80,Gootkit C&C;
192.3.135.47,80,Gootkit C&C;
192.3.165.10,8043,Dridex C&C;
192.3.21.24,443,Chthonic C&C;
192.33.100.131,443,Dridex C&C;
192.52.167.201,443,Qadars C&C;
192.52.167.210,443,Qadars C&C;
192.80.190.233,443,Qadars C&C;
192.95.51.166,443,Malware C&C;
193.0.178.28,80,Gootkit C&C;
193.0.178.77,443,TorrentLocker C&C;
193.105.134.78,1472,Adwind C&C;
193.107.111.164,443,TrickBot C&C;
193.111.188.230,443,Quakbot C&C;
193.124.117.102,449,TrickBot C&C;
193.124.117.189,447,TrickBot C&C;
193.124.117.229,447,TrickBot C&C;
193.124.117.39,447,TrickBot C&C;
193.124.16.10,443,Malware C&C;
193.124.16.136,443,KINS C&C;
193.124.44.164,443,Malware C&C;
193.124.44.165,443,Malware C&C;
193.124.44.166,443,Malware C&C;
193.124.46.93,443,Malware C&C;
193.124.94.207,443,KINS C&C;
193.13.142.11,8443,Dridex C&C;
193.136.97.4,13443,Dridex C&C;
193.169.86.130,443,TorrentLocker C&C;
193.169.86.174,21793,KINS C&C;
193.189.127.121,443,KINS C&C;
193.204.38.28,4431,Dridex C&C;
193.218.145.101,8443,Dridex C&C;
193.218.145.168,5001,Send-Safe C&C;
193.218.145.184,443,TorrentLocker C&C;
193.218.145.50,443,TorrentLocker C&C;
193.218.145.50,443,Vawtrak C&C;
193.235.147.102,443,CryptoLocker C&C;
193.238.152.198,443,AKBuilder C&C;
193.238.152.67,443,AKBuilder C&C;
193.238.59.90,80,Gootkit C&C;
193.238.97.98,243,Dridex C&C;
193.242.211.187,80,Gootkit C&C;
193.28.179.149,443,TorrentLocker C&C;
193.28.179.151,443,TorrentLocker C&C;
193.28.179.153,443,TorrentLocker C&C;
193.28.179.163,443,Chthonic C&C;
193.28.179.165,443,Chthonic C&C;
193.9.28.24,443,TrickBot C&C;
193.90.12.220,8043,Dridex C&C;
193.90.12.221,8043,Dridex C&C;
193.93.218.81,443,Redyms C&C;
194.1.156.96,443,TorrentLocker C&C;
194.1.236.149,443,Vawtrak C&C;
194.1.238.206,443,TorrentLocker C&C;
194.1.238.45,443,Vawtrak C&C;
194.116.73.71,4033,Dridex C&C;
194.126.100.220,443,Dridex C&C;
194.135.82.127,443,Gootkit C&C;
194.135.83.184,80,Gootkit C&C;
194.150.118.25,3101,Dridex C&C;
194.190.161.63,1503,Dridex C&C;
194.247.12.95,443,Gozi MITM
194.28.174.121,443,Malware C&C;
194.28.87.125,4443,Dridex C&C;
194.31.59.40,443,RockLoader C&C;
194.31.59.42,443,TorrentLocker C&C;
194.44.26.169,443,Redyms C&C;
194.47.151.100,443,Shylock C&C;
194.58.100.232,443,KINS C&C;
194.58.101.195,443,CryptoWall C&C;
194.58.101.203,443,CryptoWall C&C;
194.58.101.206,443,CryptoWall C&C;
194.58.102.134,443,Vawtrak MITM
194.58.103.136,443,KINS C&C;
194.58.103.150,443,KINS C&C;
194.58.103.168,443,KINS C&C;
194.58.103.231,443,KINS C&C;
194.58.108.118,443,KINS C&C;
194.58.111.157,448,Dridex C&C;
194.58.119.138,443,TorrentLocker C&C;
194.58.120.251,443,TorrentLocker C&C;
194.58.122.128,443,Gozi C&C;
194.58.122.40,443,TorrentLocker C&C;
194.58.122.43,443,Gozi C&C;
194.58.47.23,443,Malware C&C;
194.58.92.2,643,Dridex C&C;
194.58.96.45,4543,Dridex C&C;
194.58.96.50,443,KINS C&C;
194.58.97.32,443,KINS C&C;
194.58.97.60,443,TorrentLocker C&C;
194.67.201.123,443,H1N1 C&C;
194.67.209.108,443,Vawtrak C&C;
194.68.59.32,2323,Adwind C&C;
194.68.59.33,7793,Adwind C&C;
194.68.59.33,7321,Adwind C&C;
194.68.59.33,7798,Adwind C&C;
194.68.59.34,3366,Adwind C&C;
194.68.59.34,9125,Adwind C&C;
194.68.59.36,100,Adwind C&C;
194.68.59.38,10101,Adwind C&C;
194.68.59.45,5657,Adwind C&C;
194.68.59.77,3443,Adwind C&C;
194.79.60.87,443,KINS C&C;
194.8.158.212,443,Redyms C&C;
194.87.102.119,447,TrickBot C&C;
194.87.102.14,443,TrickBot C&C;
194.87.102.252,447,TrickBot C&C;
194.87.102.36,447,TrickBot C&C;
194.87.102.69,443,TrickBot C&C;
194.87.103.184,443,TrickBot C&C;
194.87.103.240,447,TrickBot C&C;
194.87.103.71,447,TrickBot C&C;
194.87.103.74,447,TrickBot C&C;
194.87.110.49,447,TrickBot C&C;
194.87.111.134,447,TrickBot C&C;
194.87.111.83,447,TrickBot C&C;
194.87.111.85,447,TrickBot C&C;
194.87.145.179,447,TrickBot C&C;
194.87.145.199,443,TrickBot C&C;
194.87.232.219,443,TrickBot C&C;
194.87.234.173,447,TrickBot C&C;
194.87.234.254,443,TrickBot C&C;
194.87.235.92,447,TrickBot C&C;
194.87.236.168,447,TrickBot C&C;
194.87.236.180,447,TrickBot C&C;
194.87.236.216,447,TrickBot C&C;
194.87.236.228,447,TrickBot C&C;
194.87.236.45,447,TrickBot C&C;
194.87.236.59,443,TrickBot C&C;
194.87.237.93,447,TrickBot C&C;
194.87.238.194,447,TrickBot C&C;
194.87.238.84,443,TrickBot C&C;
194.87.239.104,447,TrickBot C&C;
194.87.239.200,447,TrickBot C&C;
194.87.239.78,447,TrickBot C&C;
194.87.92.147,443,TrickBot C&C;
194.87.92.191,443,TrickBot C&C;
194.87.93.172,447,TrickBot C&C;
194.87.93.225,447,TrickBot C&C;
194.87.93.97,443,TrickBot C&C;
194.87.95.2,447,TrickBot C&C;
194.87.98.234,447,TrickBot C&C;
194.87.99.225,443,TrickBot C&C;
194.87.99.234,447,TrickBot C&C;
194.87.99.62,443,TrickBot C&C;
195.110.58.105,443,Gootkit C&C;
195.114.153.231,443,KINS C&C;
195.114.159.190,443,Redyms C&C;
195.123.209.64,443,TorrentLocker C&C;
195.123.209.94,443,Chthonic C&C;
195.123.211.126,443,Vawtrak C&C;
195.123.212.86,443,AKBuilder C&C;
195.128.125.191,443,TorrentLocker C&C;
195.133.1.211,447,TrickBot C&C;
195.133.144.162,447,TrickBot C&C;
195.133.144.185,443,TrickBot C&C;
195.133.144.27,443,TrickBot C&C;
195.133.144.94,443,Vawtrak C&C;
195.133.145.222,443,TrickBot C&C;
195.133.146.111,447,TrickBot C&C;
195.133.146.117,443,TrickBot C&C;
195.133.146.122,443,TrickBot C&C;
195.133.146.156,443,TrickBot C&C;
195.133.147.228,447,TrickBot C&C;
195.133.196.130,443,TrickBot C&C;
195.133.197.115,447,TrickBot C&C;
195.133.197.179,447,TrickBot C&C;
195.133.201.94,447,TrickBot C&C;
195.133.48.80,443,TrickBot C&C;
195.133.49.17,447,TrickBot C&C;
195.14.104.139,443,TorrentLocker C&C;
195.154.184.240,1443,Dridex
195.154.184.240,1443,Dridex C&C;
195.154.252.126,40601,Malware C&C;
195.154.47.69,443,TorrentLocker C&C;
195.169.147.26,4843,Dridex C&C;
195.169.147.79,1443,Dridex C&C;
195.169.147.88,1943,Dridex C&C;
195.174.126.121,443,Qadars C&C;
195.2.252.178,443,TrickBot C&C;
195.2.253.127,447,TrickBot C&C;
195.219.57.34,8843,Dridex C&C;
195.225.228.156,443,Redyms C&C;
195.225.231.78,447,TrickBot C&C;
195.225.231.79,447,TrickBot C&C;
195.248.235.219,443,Malware C&C;
195.251.250.37,448,Dridex C&C;
195.28.183.57,443,TorrentLocker C&C;
195.38.117.3,443,KINS C&C;
195.54.162.230,80,Gootkit C&C;
195.62.25.239,443,Vawtrak MITM
195.62.25.239,443,Vawtrak C&C;
195.62.52.100,447,TrickBot C&C;
195.62.53.213,443,TrickBot C&C;
195.64.154.120,443,KINS C&C;
195.64.155.23,443,Gozi MITM
195.66.222.173,443,Redyms C&C;
195.66.222.86,443,Redyms C&C;
195.66.223.39,443,Redyms C&C;
195.69.196.77,447,TrickBot C&C;
195.72.158.150,443,Quakbot C&C;
195.88.208.202,447,TrickBot C&C;
195.88.209.221,4413,Dridex C&C;
196.202.194.202,451,TrickBot C&C;
197.27.36.50,443,Qadars C&C;
197.85.185.132,443,PandaZeuS C&C;
198.100.127.43,443,Dridex C&C;
198.100.157.155,7777,Adwind C&C;
198.101.12.57,80,Gootkit C&C;
198.105.117.128,80,Gootkit C&C;
198.12.81.102,443,Quakbot C&C;
198.12.96.155,2087,Adwind C&C;
198.144.184.96,443,Quakbot C&C;
198.154.62.28,444,Dridex C&C;
198.167.136.139,443,Dridex C&C;
198.167.140.64,4043,Dridex C&C;
198.199.112.190,80,Gootkit C&C;
198.2.254.188,80,Gootkit C&C;
198.20.239.21,4453,Dridex C&C;
198.211.102.204,4483,Dridex C&C;
198.23.164.196,443,Gootkit C&C;
198.23.164.196,80,Gootkit C&C;
198.24.151.214,443,Chthonic C&C;
198.27.110.173,4881,Malware C&C;
198.50.171.35,443,Vawtrak MITM
198.50.205.130,443,Dridex C&C;
198.50.234.210,343,Dridex C&C;
198.50.234.211,4143,Dridex C&C;
198.55.107.114,443,Qadars C&C;
198.58.95.49,80,Gootkit C&C;
198.61.187.234,4483,Dridex C&C;
198.61.220.159,80,Gootkit C&C;
198.61.231.19,443,Shylock C&C;
198.74.58.153,5445,Dridex C&C;
198.96.89.181,80,Gootkit C&C;
198.96.89.181,443,Gootkit C&C;
198.98.112.144,80,Gootkit C&C;
199.167.42.183,443,Shylock C&C;
199.175.55.116,4493,Dridex C&C;
199.19.105.103,80,Gootkit C&C;
199.193.250.105,443,Qadars C&C;
199.193.6.102,80,Gootkit C&C;
199.204.45.197,8586,Malware C&C;
199.217.113.235,443,Downloder-Bot C&C;
199.231.211.222,80,Gootkit C&C;
199.231.211.74,443,Qadars C&C;
199.241.30.233,449,Dridex C&C;
199.68.198.117,443,Gootkit C&C;
199.68.198.117,80,Gootkit C&C;
199.68.198.132,80,Gootkit C&C;
199.7.136.84,8143,Dridex C&C;
199.7.136.88,8143,Dridex C&C;
2.107.189.230,443,Qadars C&C;
2.107.220.42,443,Qadars C&C;
2.126.55.140,443,Quakbot C&C;
2.176.118.127,443,Qadars C&C;
2.190.245.212,443,Quakbot C&C;
2.220.18.203,443,Quakbot C&C;
2.89.220.124,443,Qadars C&C;
200.111.97.235,449,TrickBot C&C;
200.116.206.58,443,TrickBot C&C;
200.120.214.150,443,TrickBot C&C;
200.120.214.150,447,TrickBot C&C;
200.159.128.144,2443,Dridex C&C;
200.28.113.178,443,Quakbot C&C;
200.49.169.94,444,Dridex C&C;
200.52.135.131,443,ZeuS C&C;
200.54.180.101,80,Gootkit C&C;
201.161.97.2,443,KINS C&C;
201.175.17.35,448,Dridex C&C;
201.232.32.124,447,TrickBot C&C;
201.236.219.180,447,TrickBot C&C;
201.238.232.46,3443,Dridex C&C;
201.73.230.19,80,Gootkit C&C;
202.129.57.130,443,Dridex C&C;
202.143.148.163,4113,Dridex C&C;
202.158.123.130,643,Dridex C&C;
202.195.246.3,443,Ransomware C&C;
202.69.40.173,243,Dridex C&C;
202.7.59.171,443,Gozi C&C;
203.151.94.120,4433,Dridex C&C;
203.151.94.214,443,Dridex C&C;
203.153.165.21,8343,Dridex C&C;
203.158.193.3,843,Dridex C&C;
203.158.193.83,444,Dridex C&C;
203.162.141.13,843,Dridex C&C;
203.162.81.247,80,Gootkit C&C;
203.172.180.195,4493,Dridex C&C;
203.24.188.166,443,Gozi C&C;
203.76.105.82,443,TrickBot C&C;
203.92.62.46,447,TrickBot C&C;
203.92.62.46,443,TrickBot C&C;
204.145.94.123,443,AKBuilder C&C;
204.152.219.112,1010,Adwind C&C;
204.152.219.120,2556,Adwind C&C;
204.152.219.72,7878,Adwind C&C;
204.152.219.93,4466,Adwind C&C;
204.152.219.98,9988,Adwind C&C;
204.44.102.217,443,Quakbot C&C;
204.95.99.204,443,Shylock C&C;
204.95.99.205,443,Shylock C&C;
205.178.144.133,4143,Dridex C&C;
205.185.117.108,4431,Dridex C&C;
205.186.129.254,8043,Dridex C&C;
205.186.154.79,13443,Dridex C&C;
206.221.181.20,80,Gootkit C&C;
206.221.186.201,1414,Adwind C&C;
206.54.170.89,443,TorrentLocker C&C;
207.12.89.221,443,KINS C&C;
207.35.75.110,443,TrickBot C&C;
207.58.163.118,4434,Dridex C&C;
208.69.58.252,4143,Dridex C&C;
208.76.52.36,443,KINS C&C;
208.77.23.16,443,KINS C&C;
208.87.225.248,4143,Dridex C&C;
209.114.33.136,443,Gozi MITM
209.141.38.25,3479,Adwind C&C;
209.141.39.145,9005,Adwind C&C;
209.20.67.87,5353,Dridex C&C;
209.20.67.87,4432,Dridex C&C;
209.200.27.76,4343,Dridex C&C;
209.222.111.183,4545,Adwind C&C;
209.237.238.211,443,Shylock C&C;
209.40.206.231,8443,Dridex C&C;
209.58.184.213,80,Gootkit C&C;
209.95.52.140,80,Gootkit C&C;
210.16.101.88,447,TrickBot C&C;
210.16.102.142,447,TrickBot C&C;
210.172.213.117,18443,Dridex C&C;
210.186.224.62,4442,Adwind C&C;
210.187.214.162,9349,Adwind C&C;
210.2.86.72,3443,Dridex C&C;
210.209.89.162,8080,Malware C&C;
210.245.92.63,4043,Dridex C&C;
210.65.11.155,443,Dridex C&C;
210.70.242.41,448,Dridex C&C;
211.157.143.214,443,KINS C&C;
211.230.11.228,443,VMZeuS C&C;
212.106.48.238,443,Redyms C&C;
212.109.219.6,443,Malware C&C;
212.109.220.249,443,TorrentLocker C&C;
212.109.221.120,443,TorrentLocker C&C;
212.114.109.235,443,Dridex C&C;
212.115.244.218,443,KINS C&C;
212.116.113.163,443,Vawtrak C&C;
212.116.113.184,443,TorrentLocker C&C;
212.126.59.41,443,Dridex C&C;
212.129.46.156,443,ZeuS C&C;
212.154.175.3,443,Dridex C&C;
212.175.66.70,443,KINS C&C;
212.200.111.170,4431,Dridex C&C;
212.227.105.182,8343,Dridex C&C;
212.227.89.182,3443,Dridex C&C;
212.231.129.194,80,Gootkit C&C;
212.24.109.200,443,TrickBot C&C;
212.24.109.218,443,TrickBot C&C;
212.24.110.154,443,TrickBot C&C;
212.24.110.190,443,TrickBot C&C;
212.3.104.250,443,Redyms C&C;
212.38.166.228,447,TrickBot C&C;
212.38.166.236,447,TrickBot C&C;
212.47.196.149,543,Dridex C&C;
212.47.223.189,443,TorrentLocker C&C;
212.55.84.80,443,KINS C&C;
212.7.208.71,1979,Adwind C&C;
212.7.208.82,6060,Adwind C&C;
212.7.208.88,2556,Adwind C&C;
212.7.218.143,7543,Adwind C&C;
212.7.218.56,9480,Adwind C&C;
212.7.218.59,8741,Adwind C&C;
212.7.218.60,2010,Adwind C&C;
212.7.218.64,19989,Adwind C&C;
212.76.130.69,443,CryptoLocker C&C;
212.8.245.68,443,Vawtrak C&C;
212.80.56.118,443,KINS C&C;
212.83.171.2,80,Gootkit C&C;
212.91.196.240,443,Redyms C&C;
212.92.231.196,443,KINS C&C;
212.92.243.65,443,KINS C&C;
212.92.97.33,443,TorrentLocker C&C;
212.92.98.106,447,TrickBot C&C;
212.92.98.7,447,TrickBot C&C;
213.111.138.42,443,KINS C&C;
213.111.141.179,443,Redyms C&C;
213.111.142.72,443,Redyms C&C;
213.111.147.244,443,Redyms C&C;
213.111.149.163,443,Redyms C&C;
213.111.189.152,443,Redyms C&C;
213.111.203.203,443,KINS C&C;
213.111.203.203,443,Redyms C&C;
213.111.232.28,443,Redyms C&C;
213.111.238.98,443,Redyms C&C;
213.111.99.179,443,Redyms C&C;
213.130.8.151,443,Redyms C&C;
213.152.161.149,3487,Adwind C&C;
213.152.161.239,10752,Adwind C&C;
213.152.162.165,34071,Adwind C&C;
213.152.162.84,56293,Adwind C&C;
213.154.202.88,443,Quakbot C&C;
213.157.51.28,443,Dridex C&C;
213.159.209.23,443,Gozi MITM
213.159.214.156,443,TorrentLocker C&C;
213.159.214.196,443,TorrentLocker C&C;
213.159.253.119,443,Redyms C&C;
213.175.184.150,443,ZeuS C&C;
213.183.40.10,1988,Adwind C&C;
213.183.40.11,9797,Adwind C&C;
213.183.58.187,443,KINS C&C;
213.183.58.26,5011,Adwind C&C;
213.183.58.27,6442,Adwind C&C;
213.183.58.29,2559,Adwind C&C;
213.183.58.29,1609,Adwind C&C;
213.183.58.3,5097,Adwind C&C;
213.183.58.31,4040,Adwind C&C;
213.183.58.33,1996,Adwind C&C;
213.183.58.34,2077,Adwind C&C;
213.183.58.34,7777,Adwind C&C;
213.183.58.35,2446,Adwind C&C;
213.183.58.35,4101,Adwind C&C;
213.183.58.35,7777,Adwind C&C;
213.183.58.36,6466,Adwind C&C;
213.183.58.36,6774,Adwind C&C;
213.183.58.37,1818,Adwind C&C;
213.183.58.37,64666,Adwind C&C;
213.183.58.42,3012,Adwind C&C;
213.183.58.43,1011,Adwind C&C;
213.183.58.44,6466,Adwind C&C;
213.183.58.45,6767,Adwind C&C;
213.183.58.48,6464,Adwind C&C;
213.183.58.49,7741,Adwind C&C;
213.183.58.50,4055,Adwind C&C;
213.183.58.51,4141,Adwind C&C;
213.183.58.52,4644,Adwind C&C;
213.183.58.53,6643,Adwind C&C;
213.183.58.53,41969,Adwind C&C;
213.183.58.54,7956,Adwind C&C;
213.183.58.54,2558,Adwind C&C;
213.183.58.55,2426,Adwind C&C;
213.183.58.56,2644,Adwind C&C;
213.183.58.56,1997,Adwind C&C;
213.183.58.56,7777,Adwind C&C;
213.183.58.6,2378,Adwind C&C;
213.184.126.131,6022,Adwind C&C;
213.184.126.153,5001,Adwind C&C;
213.192.1.171,40443,Dridex C&C;
213.192.1.178,4113,Dridex C&C;
213.202.214.141,80,Gootkit C&C;
213.202.214.141,443,Gootkit C&C;
213.208.129.195,27180,Adwind C&C;
213.208.129.198,5564,Adwind C&C;
213.208.129.199,3422,Adwind C&C;
213.208.129.203,100,Adwind C&C;
213.208.152.206,2889,Adwind C&C;
213.230.210.230,53443,Dridex C&C;
213.231.62.201,443,Redyms C&C;
213.239.196.143,443,KINS C&C;
213.25.134.101,447,TrickBot C&C;
216.107.149.57,443,TrickBot C&C;
216.117.130.191,1143,Dridex C&C;
216.119.147.87,2443,Dridex C&C;
216.126.199.179,80,Gootkit C&C;
216.126.225.149,443,RockLoader C&C;
216.126.58.132,443,Corebot C&C;
216.127.161.5,53443,Dridex C&C;
216.137.226.64,443,Quakbot C&C;
216.170.126.138,443,Qadars C&C;
216.187.170.2,443,Quakbot C&C;
216.189.52.147,243,Dridex C&C;
216.218.208.114,80,Gootkit C&C;
216.224.175.92,4143,Dridex C&C;
216.244.71.140,3040,Adwind C&C;
216.244.79.18,2087,Adwind C&C;
216.3.111.60,443,Shylock C&C;
216.38.7.248,1212,Adwind C&C;
216.38.7.252,8585,Adwind C&C;
216.55.182.20,4431,Dridex C&C;
216.58.117.114,443,KINS C&C;
216.59.16.175,4143,Dridex C&C;
216.59.21.40,41443,Dridex C&C;
216.66.0.143,5353,Dridex C&C;
217.106.239.102,443,TorrentLocker C&C;
217.12.199.151,443,Gozi MITM
217.12.199.52,443,KINS C&C;
217.12.203.22,443,Gozi MITM
217.12.208.45,443,Gozi MITM
217.12.218.99,443,Shifu C&C;
217.125.140.215,80,Gootkit C&C;
217.13.119.81,443,Ransomware C&C;
217.144.170.77,443,Quakbot C&C;
217.160.132.80,443,KINS C&C;
217.162.92.99,443,Quakbot C&C;
217.164.82.62,443,Quakbot C&C;
217.174.100.237,443,KINS C&C;
217.174.105.27,443,TorrentLocker C&C;
217.182.45.166,443,Dridex C&C;
217.182.53.102,443,Dridex C&C;
217.19.223.20,443,Quakbot C&C;
217.197.39.1,8443,Dridex C&C;
217.23.7.121,443,Gozi C&C;
217.29.220.255,443,TrickBot C&C;
217.29.58.167,443,Vawtrak C&C;
217.64.100.34,4033,Dridex C&C;
217.73.93.77,443,Redyms C&C;
217.79.184.115,443,Gozi C&C;
219.92.131.188,3255,Adwind C&C;
219.92.199.191,4442,Adwind C&C;
220.233.135.250,8443,Dridex C&C;
221.132.35.56,8843,Dridex C&C;
222.110.205.22,443,KINS C&C;
222.254.22.64,443,Qadars C&C;
222.255.121.202,443,Dridex C&C;
23.105.128.147,2070,Adwind C&C;
23.105.131.132,1010,Adwind C&C;
23.105.131.148,4001,Adwind C&C;
23.105.131.150,7777,Adwind C&C;
23.105.131.156,4321,Adwind C&C;
23.105.131.158,7033,Adwind C&C;
23.105.131.159,1002,Adwind C&C;
23.105.131.186,1101,Adwind C&C;
23.105.131.186,4455,Adwind C&C;
23.105.131.190,7088,Adwind C&C;
23.105.131.191,8088,Adwind C&C;
23.105.131.192,1010,Adwind C&C;
23.105.131.211,17387,Adwind C&C;
23.105.71.119,443,ZeuS C&C;
23.108.245.93,80,Gootkit C&C;
23.110.85.211,80,Gootkit C&C;
23.113.113.105,243,Dridex C&C;
23.152.0.210,443,AKBuilder C&C;
23.227.201.157,2087,Adwind C&C;
23.227.201.27,5053,Adwind C&C;
23.227.201.27,80,Gootkit C&C;
23.229.54.99,13443,Dridex C&C;
23.234.26.210,5658,Malware C&C;
23.239.133.106,443,KINS C&C;
23.239.85.14,443,ZeuS C&C;
23.249.1.171,43443,Dridex C&C;
23.249.164.126,443,RockLoader C&C;
23.249.171.33,443,ZeuS C&C;
23.253.210.81,53443,Dridex C&C;
23.253.243.44,7777,Adwind C&C;
23.254.202.203,2688,Adwind C&C;
23.254.203.175,443,Shylock C&C;
23.88.104.64,243,Dridex C&C;
23.88.239.220,80,Gootkit C&C;
23.89.188.42,443,Shylock C&C;
23.92.221.82,443,Gootkit C&C;
23.92.221.82,80,Gootkit C&C;
23.94.38.151,4431,Dridex C&C;
23.94.93.109,80,Gootkit C&C;
23.94.97.56,443,Shylock C&C;
23.95.15.127,443,KINS C&C;
23.95.248.148,443,Gozi MITM
24.119.14.82,443,Quakbot C&C;
24.122.211.18,443,KINS C&C;
24.13.179.247,449,TrickBot C&C;
24.158.5.82,443,Quakbot C&C;
24.172.94.180,4113,Dridex C&C;
24.181.57.181,80,Gootkit C&C;
24.182.236.58,995,Quakbot C&C;
24.184.200.177,2222,Quakbot C&C;
24.199.222.250,4343,Dridex C&C;
24.214.18.167,443,Redyms C&C;
24.217.71.115,443,Qadars C&C;
24.239.157.31,443,Quakbot C&C;
24.46.43.61,443,Quakbot C&C;
24.6.98.88,443,Quakbot C&C;
24.70.124.49,443,Redyms C&C;
24.88.123.190,443,Quakbot C&C;
27.102.106.140,443,PandaZeuS C&C;
27.102.107.180,443,PandaZeuS C&C;
27.102.107.50,443,PandaZeuS C&C;
27.102.66.99,443,PandaZeuS C&C;
27.102.67.144,443,PandaZeuS C&C;
27.111.40.234,3443,Dridex C&C;
27.131.149.102,443,Dridex C&C;
27.3.86.221,443,Quakbot C&C;
27.74.41.60,443,Quakbot C&C;
27.93.201.99,80,Gootkit C&C;
31.128.74.100,443,KINS C&C;
31.128.83.65,443,KINS C&C;
31.129.95.173,443,Redyms C&C;
31.130.9.247,443,Redyms C&C;
31.131.115.55,443,KINS C&C;
31.131.115.55,443,Redyms C&C;
31.131.251.33,743,Dridex C&C;
31.133.76.115,443,KINS C&C;
31.135.112.64,443,Quakbot C&C;
31.135.118.149,443,KINS C&C;
31.135.122.100,443,KINS C&C;
31.135.231.50,443,Redyms C&C;
31.14.145.250,443,Quakbot C&C;
31.148.219.153,80,Gootkit C&C;
31.148.220.186,80,Gootkit C&C;
31.148.99.248,443,TorrentLocker C&C;
31.148.99.44,443,TorrentLocker C&C;
31.170.104.57,443,TorrentLocker C&C;
31.170.107.240,80,Gootkit C&C;
31.170.130.120,443,Redyms C&C;
31.170.152.131,443,Redyms C&C;
31.171.155.33,1215,Adwind C&C;
31.171.155.60,5588,Adwind C&C;
31.171.155.68,9455,Adwind C&C;
31.184.196.81,443,Vawtrak C&C;
31.184.196.83,443,TorrentLocker C&C;
